archivo;alpha;valor;tiempo
MDG-a_5_n500_m50;0.8;7694.9200;10.0432
MDG-a_5_n500_m50;0.85;7663.0900;10.2207
MDG-a_5_n500_m50;0.9;7660.0000;10.0571
MDG-a_5_n500_m50;0.95;7657.5500;10.1030
MDG-a_5_n500_m50;1.0;7673.4300;10.1309
MDG-a_6_n500_m50;0.0;7742.9500;10.0970
MDG-a_6_n500_m50;0.05;7717.5000;10.1569
MDG-a_6_n500_m50;0.1;7739.5400;10.0691
MDG-a_6_n500_m50;0.15;7729.5900;10.0471
MDG-a_6_n500_m50;0.2;7711.8800;10.1040
MDG-a_6_n500_m50;0.25;7668.4200;10.0322
MDG-a_6_n500_m50;0.3;7699.3200;10.0611
MDG-a_6_n500_m50;0.35;7685.0300;10.1957
MDG-a_6_n500_m50;0.4;7720.8100;10.0132
MDG-a_6_n500_m50;0.45;7750.9800;10.2008
MDG-a_6_n500_m50;0.5;7740.5500;10.0940
MDG-a_6_n500_m50;0.55;7671.6900;10.2685
MDG-a_6_n500_m50;0.6;7709.8100;10.1439
MDG-a_6_n500_m50;0.65;7674.5000;10.0860
MDG-a_6_n500_m50;0.7;7660.5500;10.0192
MDG-a_6_n500_m50;0.75;7703.7700;10.0860
MDG-a_6_n500_m50;0.8;7673.3800;10.0262
MDG-a_6_n500_m50;0.85;7694.2400;10.0123
MDG-a_6_n500_m50;0.9;7718.1300;10.0871
MDG-a_6_n500_m50;0.95;7708.0400;10.0382
MDG-a_6_n500_m50;1.0;7710.1800;10.1688
MDG-a_9_n500_m50;0.0;7722.5600;10.0222
MDG-a_9_n500_m50;0.05;7736.1500;10.0182
MDG-a_9_n500_m50;0.1;7715.3300;10.0626
MDG-a_9_n500_m50;0.15;7728.4400;10.0801
MDG-a_9_n500_m50;0.2;7737.8200;10.0621
MDG-a_9_n500_m50;0.25;7723.1900;10.0372
MDG-a_9_n500_m50;0.3;7754.2700;10.0871
MDG-a_9_n500_m50;0.35;7713.2100;10.0431
MDG-a_9_n500_m50;0.4;7729.0400;10.1179
MDG-a_9_n500_m50;0.45;7699.2300;10.1239
MDG-a_9_n500_m50;0.5;7715.4600;10.0772
MDG-a_9_n500_m50;0.55;7728.2400;10.0741
MDG-a_9_n500_m50;0.6;7693.9900;10.1568
MDG-a_9_n500_m50;0.65;7734.9600;10.0591
MDG-a_9_n500_m50;0.7;7710.0800;10.2257
MDG-a_9_n500_m50;0.75;7695.7500;10.0023
MDG-a_9_n500_m50;0.8;7690.6100;10.0831
MDG-a_9_n500_m50;0.85;7741.8900;10.0182
MDG-a_9_n500_m50;0.9;7728.9500;10.0123
MDG-a_9_n500_m50;0.95;7707.0600;10.0482
MDG-a_9_n500_m50;1.0;7702.6600;10.0377
