archivo;alpha;valor;tiempo
MDG-a_20_n500_m50;0.45;7601.1000;1.0113
MDG-a_20_n500_m50;0.5;7622.1000;1.0133
MDG-a_20_n500_m50;0.55;7625.4600;1.1709
MDG-a_20_n500_m50;0.6;7587.4300;1.0532
MDG-a_20_n500_m50;0.65;7644.4300;1.1619
MDG-a_20_n500_m50;0.7;7628.3800;1.0791
MDG-a_20_n500_m50;0.75;7598.7500;1.0592
MDG-a_20_n500_m50;0.8;7650.4200;1.1110
MDG-a_20_n500_m50;0.85;7591.2400;1.0791
MDG-a_20_n500_m50;0.9;7595.5300;1.2377
MDG-a_20_n500_m50;0.95;7646.9700;1.3673
MDG-a_20_n500_m50;1.0;7558.1100;1.1629
MDG-a_2_n500_m50;0.0;7647.2000;1.0472
MDG-a_2_n500_m50;0.05;7682.5800;1.0023
MDG-a_2_n500_m50;0.1;7659.8700;1.0024
MDG-a_2_n500_m50;0.15;7683.1800;1.0053
MDG-a_2_n500_m50;0.2;7647.0600;1.0472
MDG-a_2_n500_m50;0.25;7629.1000;1.0542
MDG-a_2_n500_m50;0.3;7660.7300;1.0053
MDG-a_2_n500_m50;0.35;7668.6900;1.1510
MDG-a_2_n500_m50;0.4;7607.5900;1.1110
MDG-a_2_n500_m50;0.45;7636.1900;1.0198
MDG-a_2_n500_m50;0.5;7575.7000;1.0093
MDG-a_2_n500_m50;0.55;7636.3900;1.1011
MDG-a_2_n500_m50;0.6;7648.8800;1.1270
MDG-a_2_n500_m50;0.65;7635.7500;1.0811
MDG-a_2_n500_m50;0.7;7606.0100;1.1808
MDG-a_2_n500_m50;0.75;7613.2700;1.1240
MDG-a_2_n500_m50;0.8;7719.9900;1.2118
MDG-a_2_n500_m50;0.85;7671.3900;1.1339
MDG-a_2_n500_m50;0.9;7642.3200;1.1739
MDG-a_2_n500_m50;0.95;7627.9000;1.1190
MDG-a_2_n500_m50;1.0;7632.5400;1.1349
MDG-a_4_100_m10;0.0;353.5100;1.0003
MDG-a_4_100_m10;0.05;355.7200;1.0013
MDG-a_4_100_m10;0.1;355.7200;1.0003
MDG-a_4_100_m10;0.15;355.7200;1.0003
MDG-a_4_100_m10;0.2;355.7200;1.0013
MDG-a_4_100_m10;0.25;355.7200;1.0003
MDG-a_4_100_m10;0.3;355.7200;1.0033
MDG-a_4_100_m10;0.35;355.7200;1.0005
MDG-a_4_100_m10;0.4;355.7200;1.0013
MDG-a_4_100_m10;0.45;355.7200;1.0003
MDG-a_4_100_m10;0.5;355.7200;1.0004
MDG-a_4_100_m10;0.55;355.7200;1.0003
MDG-a_4_100_m10;0.6;355.7200;1.0013
MDG-a_4_100_m10;0.65;355.7200;1.0023
MDG-a_4_100_m10;0.7;355.7200;1.0003
MDG-a_4_100_m10;0.75;355.7200;1.0033
MDG-a_4_100_m10;0.8;355.7200;1.0013
MDG-a_4_100_m10;0.85;355.7200;1.0003
MDG-a_4_100_m10;0.9;355.7200;1.0003
MDG-a_4_100_m10;0.95;355.7200;1.0004
MDG-a_4_100_m10;1.0;355.7200;1.0014
MDG-a_5_n500_m50;0.0;7699.0500;1.0272
MDG-a_5_n500_m50;0.05;7716.4500;1.0392
MDG-a_5_n500_m50;0.1;7712.8000;1.0632
MDG-a_5_n500_m50;0.15;7622.4900;1.0123
MDG-a_5_n500_m50;0.2;7624.7600;1.0392
MDG-a_5_n500_m50;0.25;7593.8800;1.0133
MDG-a_5_n500_m50;0.3;7626.0800;1.0742
MDG-a_5_n500_m50;0.35;7636.6300;1.0981
MDG-a_5_n500_m50;0.4;7629.4200;1.0532
MDG-a_5_n500_m50;0.45;7655.2900;1.1659
MDG-a_5_n500_m50;0.5;7621.1900;1.1778
MDG-a_5_n500_m50;0.55;7577.2400;1.1270
MDG-a_5_n500_m50;0.6;7544.9900;1.0981
MDG-a_5_n500_m50;0.65;7612.6300;1.1050
MDG-a_5_n500_m50;0.7;7568.1600;1.1709
MDG-a_5_n500_m50;0.75;7635.1900;1.2506
MDG-a_5_n500_m50;0.8;7580.1600;1.1529
MDG-a_5_n500_m50;0.85;7642.6400;1.0492
MDG-a_5_n500_m50;0.9;7667.1100;1.0303
MDG-a_5_n500_m50;0.95;7657.7000;1.1180
MDG-a_5_n500_m50;1.0;7689.3000;1.0053
MDG-a_6_n500_m50;0.0;7706.7000;1.0353
MDG-a_6_n500_m50;0.05;7667.0900;1.0063
MDG-a_6_n500_m50;0.1;7686.4600;1.0711
MDG-a_6_n500_m50;0.15;7683.1200;1.0422
MDG-a_6_n500_m50;0.2;7671.3500;1.0881
MDG-a_6_n500_m50;0.25;7647.7900;1.0791
MDG-a_6_n500_m50;0.3;7679.8600;1.0313
MDG-a_6_n500_m50;0.35;7703.9100;1.1709
MDG-a_6_n500_m50;0.4;7648.0400;1.1060
MDG-a_6_n500_m50;0.45;7670.2900;1.1779
MDG-a_6_n500_m50;0.5;7567.8800;1.1719
MDG-a_6_n500_m50;0.55;7617.7800;1.0532
MDG-a_6_n500_m50;0.6;7665.8900;1.1768
MDG-a_6_n500_m50;0.65;7645.6800;1.1579
MDG-a_6_n500_m50;0.7;7674.1300;1.0632
MDG-a_6_n500_m50;0.75;7657.3100;1.2108
MDG-a_6_n500_m50;0.8;7735.2800;1.2447
MDG-a_6_n500_m50;0.85;7675.6300;1.0960
MDG-a_6_n500_m50;0.9;7639.7500;1.0891
MDG-a_6_n500_m50;0.95;7622.2000;1.1230
MDG-a_6_n500_m50;1.0;7644.2200;1.0073
MDG-a_9_n500_m50;0.0;7693.0000;1.0282
MDG-a_9_n500_m50;0.05;7649.2100;1.0792
MDG-a_9_n500_m50;0.1;7679.9500;1.0751
MDG-a_9_n500_m50;0.15;7714.3200;1.0273
MDG-a_9_n500_m50;0.2;7652.7000;1.0741
MDG-a_9_n500_m50;0.25;7699.5200;1.0762
MDG-a_9_n500_m50;0.3;7641.3900;1.0527
MDG-a_9_n500_m50;0.35;7624.5100;1.1629
MDG-a_9_n500_m50;0.4;7644.5400;1.0622
MDG-a_9_n500_m50;0.45;7739.2700;1.2227
MDG-a_9_n500_m50;0.5;7623.0200;1.1180
MDG-a_9_n500_m50;0.55;7632.3900;1.1260
MDG-a_9_n500_m50;0.6;7626.0800;1.0691
MDG-a_9_n500_m50;0.65;7573.9900;1.2217
MDG-a_9_n500_m50;0.7;7595.1200;1.1849
MDG-a_9_n500_m50;0.75;7633.2700;1.2577
MDG-a_9_n500_m50;0.8;7681.8600;1.1628
MDG-a_9_n500_m50;0.85;7590.6000;1.2237
MDG-a_9_n500_m50;0.9;7640.9100;1.0941
MDG-a_9_n500_m50;0.95;7630.0700;1.0861
MDG-a_9_n500_m50;1.0;7603.7800;1.0722
