archivo;alpha;valor;tiempo
MDG-a_16_n500_m50;0.0;7736.9100;5.0396
MDG-a_16_n500_m50;0.05;7727.6600;5.1263
MDG-a_16_n500_m50;0.1;7768.0100;5.0086
MDG-a_16_n500_m50;0.15;7740.4300;5.0166
MDG-a_16_n500_m50;0.2;7695.8400;5.0874
MDG-a_16_n500_m50;0.25;7690.8900;5.0540
MDG-a_16_n500_m50;0.3;7754.3000;5.1333
MDG-a_16_n500_m50;0.35;7690.5400;5.0196
MDG-a_16_n500_m50;0.4;7747.8600;5.0066
MDG-a_16_n500_m50;0.45;7692.2600;5.0153
MDG-a_16_n500_m50;0.5;7678.3300;5.0675
MDG-a_16_n500_m50;0.55;7668.4500;5.0675
MDG-a_16_n500_m50;0.6;7751.2700;5.0475
MDG-a_16_n500_m50;0.65;7736.6900;5.1503
MDG-a_16_n500_m50;0.7;7667.8400;5.1552
MDG-a_16_n500_m50;0.75;7680.6700;5.0695
MDG-a_16_n500_m50;0.8;7681.2000;5.0585
MDG-a_16_n500_m50;0.85;7648.7600;5.1842
MDG-a_16_n500_m50;0.9;7714.5500;5.0106
MDG-a_16_n500_m50;0.95;7733.6500;5.0037
MDG-a_16_n500_m50;1.0;7695.1300;5.1063
MDG-a_17_n500_m50;0.0;7703.8900;5.0052
MDG-a_17_n500_m50;0.05;7723.3000;5.0296
MDG-a_17_n500_m50;0.1;7700.2200;5.0186
MDG-a_17_n500_m50;0.15;7741.6100;5.0625
MDG-a_17_n500_m50;0.2;7681.6100;5.1229
MDG-a_17_n500_m50;0.25;7699.5100;5.1443
MDG-a_17_n500_m50;0.3;7714.6900;5.0006
MDG-a_17_n500_m50;0.35;7778.8700;5.1034
MDG-a_17_n500_m50;0.4;7770.7100;5.0754
MDG-a_17_n500_m50;0.45;7710.5000;5.1094
MDG-a_17_n500_m50;0.5;7672.2700;5.0196
MDG-a_17_n500_m50;0.55;7672.8700;5.2600
MDG-a_17_n500_m50;0.6;7725.6900;5.1104
MDG-a_17_n500_m50;0.65;7778.8700;5.3467
MDG-a_17_n500_m50;0.7;7685.5600;5.2371
MDG-a_17_n500_m50;0.75;7692.2900;5.0805
MDG-a_17_n500_m50;0.8;7681.1800;5.1442
MDG-a_17_n500_m50;0.85;7667.5100;5.0854
MDG-a_17_n500_m50;0.9;7683.5800;5.2191
MDG-a_17_n500_m50;0.95;7693.1700;5.1183
MDG-a_17_n500_m50;1.0;7690.6200;5.2390
MDG-a_19_n500_m50;0.0;7743.0300;5.0216
MDG-a_19_n500_m50;0.05;7712.3800;5.0116
MDG-a_19_n500_m50;0.1;7734.2100;5.0007
MDG-a_19_n500_m50;0.15;7681.2300;5.0385
MDG-a_19_n500_m50;0.2;7645.9700;5.0146
MDG-a_19_n500_m50;0.25;7661.2100;5.0515
MDG-a_19_n500_m50;0.3;7646.6100;5.0287
MDG-a_19_n500_m50;0.35;7627.9300;5.0485
MDG-a_19_n500_m50;0.4;7709.2500;5.1721
MDG-a_19_n500_m50;0.45;7666.7600;5.0335
MDG-a_19_n500_m50;0.5;7641.9700;5.0196
MDG-a_19_n500_m50;0.55;7659.4700;5.0754
MDG-a_19_n500_m50;0.6;7726.1800;5.1184
MDG-a_19_n500_m50;0.65;7655.6000;5.0884
MDG-a_19_n500_m50;0.7;7686.4600;5.1398
MDG-a_19_n500_m50;0.75;7655.7900;5.1193
MDG-a_19_n500_m50;0.8;7675.6700;5.0066
MDG-a_19_n500_m50;0.85;7648.3700;5.0944
MDG-a_19_n500_m50;0.9;7672.1400;5.1842
MDG-a_19_n500_m50;0.95;7673.6700;5.1901
MDG-a_19_n500_m50;1.0;7658.2100;5.0964
MDG-a_1_100_m10;0.0;360.1500;5.0006
MDG-a_1_100_m10;0.05;360.1500;5.0001
MDG-a_1_100_m10;0.1;360.1500;5.0007
MDG-a_1_100_m10;0.15;360.1500;5.0006
MDG-a_1_100_m10;0.2;360.1500;5.0016
MDG-a_1_100_m10;0.25;360.1500;5.0006
MDG-a_1_100_m10;0.3;360.1500;5.0027
MDG-a_1_100_m10;0.35;360.1500;5.0017
MDG-a_1_100_m10;0.4;360.1500;5.0006
MDG-a_1_100_m10;0.45;360.1500;5.0006
MDG-a_1_100_m10;0.5;360.1500;5.0011
MDG-a_1_100_m10;0.55;360.1500;5.0016
MDG-a_1_100_m10;0.6;360.1500;5.0026
MDG-a_1_100_m10;0.65;360.1500;5.0027
MDG-a_1_100_m10;0.7;360.1500;5.0026
MDG-a_1_100_m10;0.75;360.1500;5.0007
MDG-a_1_100_m10;0.8;360.1500;5.0011
MDG-a_1_100_m10;0.85;360.1500;5.0026
MDG-a_1_100_m10;0.9;360.1500;5.0007
MDG-a_1_100_m10;0.95;360.1500;5.0027
MDG-a_1_100_m10;1.0;360.1500;5.0057
MDG-a_20_100_m10;0.0;349.3100;5.0007
MDG-a_20_100_m10;0.05;349.3100;5.0006
MDG-a_20_100_m10;0.1;349.3100;5.0007
MDG-a_20_100_m10;0.15;349.3100;5.0007
MDG-a_20_100_m10;0.2;349.3100;5.0006
MDG-a_20_100_m10;0.25;349.3100;5.0026
MDG-a_20_100_m10;0.3;349.3100;5.0007
MDG-a_20_100_m10;0.35;349.3100;5.0016
MDG-a_20_100_m10;0.4;349.3100;5.0017
MDG-a_20_100_m10;0.45;349.3100;5.0016
MDG-a_20_100_m10;0.5;349.3100;5.0016
MDG-a_20_100_m10;0.55;349.3100;5.0007
MDG-a_20_100_m10;0.6;349.3100;5.0026
MDG-a_20_100_m10;0.65;349.3100;5.0027
MDG-a_20_100_m10;0.7;349.3100;5.0036
MDG-a_20_100_m10;0.75;349.3100;5.0017
MDG-a_20_100_m10;0.8;349.3100;5.0016
MDG-a_20_100_m10;0.85;349.3100;5.0006
MDG-a_20_100_m10;0.9;349.3100;5.0006
MDG-a_20_100_m10;0.95;349.3100;5.0002
MDG-a_20_100_m10;1.0;349.3100;5.0006
MDG-a_20_n500_m50;0.0;7669.8300;5.0395
MDG-a_20_n500_m50;0.05;7675.7500;5.0027
MDG-a_20_n500_m50;0.1;7669.1000;5.0156
MDG-a_20_n500_m50;0.15;7669.3900;5.0535
MDG-a_20_n500_m50;0.2;7643.2200;5.1213
MDG-a_20_n500_m50;0.25;7664.9300;5.0356
MDG-a_20_n500_m50;0.3;7675.8400;5.0934
MDG-a_20_n500_m50;0.35;7656.3600;5.0106
MDG-a_20_n500_m50;0.4;7662.6000;5.0296
MDG-a_20_n500_m50;0.45;7648.5200;5.1901
MDG-a_20_n500_m50;0.5;7650.6300;5.0818
MDG-a_20_n500_m50;0.55;7674.3100;5.2260
MDG-a_20_n500_m50;0.6;7653.6700;5.0994
MDG-a_20_n500_m50;0.65;7621.7700;5.0286
MDG-a_20_n500_m50;0.7;7638.8300;5.0904
MDG-a_20_n500_m50;0.75;7654.3900;5.0735
MDG-a_20_n500_m50;0.8;7677.0300;5.0355
MDG-a_20_n500_m50;0.85;7683.6900;5.0251
MDG-a_20_n500_m50;0.9;7640.2300;5.0395
MDG-a_20_n500_m50;0.95;7651.5800;5.2370
MDG-a_20_n500_m50;1.0;7633.1400;5.2321
MDG-a_2_n500_m50;0.0;7699.5900;5.0066
MDG-a_2_n500_m50;0.05;7708.9700;5.0355
MDG-a_2_n500_m50;0.1;7689.5700;5.0056
MDG-a_2_n500_m50;0.15;7723.6400;5.0136
MDG-a_2_n500_m50;0.2;7664.9000;5.0575
MDG-a_2_n500_m50;0.25;7687.8700;5.0107
MDG-a_2_n500_m50;0.3;7690.2600;5.0196
MDG-a_2_n500_m50;0.35;7678.5500;5.1153
MDG-a_2_n500_m50;0.4;7664.5000;5.1098
MDG-a_2_n500_m50;0.45;7636.2200;5.1154
MDG-a_2_n500_m50;0.5;7693.1200;5.1413
MDG-a_2_n500_m50;0.55;7648.0800;5.0991
MDG-a_2_n500_m50;0.6;7658.9200;5.2159
MDG-a_2_n500_m50;0.65;7662.0100;5.0619
MDG-a_2_n500_m50;0.7;7692.2100;5.2772
MDG-a_2_n500_m50;0.75;7646.8400;5.0445
MDG-a_2_n500_m50;0.8;7684.8900;5.1758
MDG-a_2_n500_m50;0.85;7664.8700;5.0775
MDG-a_2_n500_m50;0.9;7635.7200;5.1353
MDG-a_2_n500_m50;0.95;7672.3100;5.1560
MDG-a_2_n500_m50;1.0;7633.1000;5.2998
MDG-a_4_100_m10;0.0;353.5100;5.0016
MDG-a_4_100_m10;0.05;355.7200;5.0007
MDG-a_4_100_m10;0.1;355.7200;5.0007
MDG-a_4_100_m10;0.15;355.7200;5.0017
MDG-a_4_100_m10;0.2;355.7200;5.0016
MDG-a_4_100_m10;0.25;355.7200;5.0007
MDG-a_4_100_m10;0.3;355.7200;5.0026
MDG-a_4_100_m10;0.35;355.7200;5.0007
MDG-a_4_100_m10;0.4;355.7200;5.0007
MDG-a_4_100_m10;0.45;355.7200;5.0026
MDG-a_4_100_m10;0.5;355.7200;5.0036
MDG-a_4_100_m10;0.55;355.7200;5.0016
MDG-a_4_100_m10;0.6;355.7200;5.0016
MDG-a_4_100_m10;0.65;355.7200;5.0017
MDG-a_4_100_m10;0.7;355.7200;5.0017
MDG-a_4_100_m10;0.75;355.7200;5.0026
MDG-a_4_100_m10;0.8;355.7200;5.0006
MDG-a_4_100_m10;0.85;355.7200;5.0058
MDG-a_4_100_m10;0.9;355.7200;5.0010
MDG-a_4_100_m10;0.95;355.7200;5.0016
MDG-a_4_100_m10;1.0;355.7200;5.0002
MDG-a_5_n500_m50;0.0;7711.0000;5.0369
MDG-a_5_n500_m50;0.05;7670.6200;5.0236
MDG-a_5_n500_m50;0.1;7687.8200;5.0045
MDG-a_5_n500_m50;0.15;7699.5800;5.0635
MDG-a_5_n500_m50;0.2;7645.6500;5.0555
MDG-a_5_n500_m50;0.25;7698.0600;5.0142
MDG-a_5_n500_m50;0.3;7686.0800;5.1582
MDG-a_5_n500_m50;0.35;7645.4700;5.0754
MDG-a_5_n500_m50;0.4;7655.4900;5.1552
MDG-a_5_n500_m50;0.45;7652.2300;5.2030
MDG-a_5_n500_m50;0.5;7689.7600;5.1421
MDG-a_5_n500_m50;0.55;7656.2600;5.0750
MDG-a_5_n500_m50;0.6;7639.1500;5.1812
MDG-a_5_n500_m50;0.65;7631.1300;5.0286
MDG-a_5_n500_m50;0.7;7680.0500;5.1004
MDG-a_5_n500_m50;0.75;7697.6200;5.2006
MDG-a_5_n500_m50;0.8;7673.9000;5.0605
MDG-a_5_n500_m50;0.85;7643.0600;5.1243
MDG-a_5_n500_m50;0.9;7632.4800;5.1492
MDG-a_5_n500_m50;0.95;7636.5100;5.0037
MDG-a_5_n500_m50;1.0;7662.6000;5.0485
MDG-a_6_n500_m50;0.0;7715.8400;5.0196
MDG-a_6_n500_m50;0.05;7686.2300;5.0425
MDG-a_6_n500_m50;0.1;7731.4100;5.0445
MDG-a_6_n500_m50;0.15;7672.7800;5.0186
MDG-a_6_n500_m50;0.2;7677.0800;5.0754
MDG-a_6_n500_m50;0.25;7694.9000;5.1123
MDG-a_6_n500_m50;0.3;7730.4200;5.0236
MDG-a_6_n500_m50;0.35;7649.6600;5.0665
MDG-a_6_n500_m50;0.4;7692.3400;5.1881
MDG-a_6_n500_m50;0.45;7662.3400;5.2111
MDG-a_6_n500_m50;0.5;7679.9700;5.0605
MDG-a_6_n500_m50;0.55;7686.3700;5.1093
MDG-a_6_n500_m50;0.6;7670.8500;5.1293
MDG-a_6_n500_m50;0.65;7655.7700;5.1069
MDG-a_6_n500_m50;0.7;7714.4600;5.1402
MDG-a_6_n500_m50;0.75;7672.9800;5.0066
MDG-a_6_n500_m50;0.8;7702.0000;5.1053
MDG-a_6_n500_m50;0.85;7689.8000;5.1109
MDG-a_6_n500_m50;0.9;7684.5700;5.1492
MDG-a_6_n500_m50;0.95;7696.0300;5.1413
MDG-a_6_n500_m50;1.0;7676.5500;5.0804
MDG-a_9_n500_m50;0.0;7710.7900;5.0008
MDG-a_9_n500_m50;0.05;7721.2000;5.0994
MDG-a_9_n500_m50;0.1;7725.6900;5.0425
MDG-a_9_n500_m50;0.15;7705.5300;5.0096
MDG-a_9_n500_m50;0.2;7726.7500;5.0662
MDG-a_9_n500_m50;0.25;7664.7800;5.0385
MDG-a_9_n500_m50;0.3;7652.8900;5.0605
MDG-a_9_n500_m50;0.35;7671.3000;5.0406
MDG-a_9_n500_m50;0.4;7705.8200;5.0316
MDG-a_9_n500_m50;0.45;7726.4700;5.1133
MDG-a_9_n500_m50;0.5;7680.6600;5.0245
MDG-a_9_n500_m50;0.55;7690.4000;5.0156
MDG-a_9_n500_m50;0.6;7679.0800;5.1532
MDG-a_9_n500_m50;0.65;7693.2800;5.1383
MDG-a_9_n500_m50;0.7;7688.7600;5.0904
MDG-a_9_n500_m50;0.75;7677.3000;5.2240
MDG-a_9_n500_m50;0.8;7738.8500;5.1632
MDG-a_9_n500_m50;0.85;7690.6000;5.0421
MDG-a_9_n500_m50;0.9;7701.1000;5.0605
MDG-a_9_n500_m50;0.95;7675.0800;5.0575
MDG-a_9_n500_m50;1.0;7681.2800;5.0894
